,organCode,ticker,comGroupCode,icbCode,organTypeCode,comTypeCode,organName,organShortName
412,DVSG,DSG,UpcomIndex,2353,DN,CT,Công ty Cổ phần Kính Đáp Cầu,Kính Đáp Cầu
413,DVW,DVW,UpcomIndex,2357,DN,CT,Công ty Cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai,DV và XD cấp nước Đồng Nai
414,DXG,DXG,VNINDEX,8633,DN,CT,Công ty Cổ phần Tập đoàn Đất Xanh,Địa ốc Đất Xanh
415,DXL,DXL,UpcomIndex,5753,DN,CT,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Du lịch và Xuất nhập khẩu Lạng Sơn
416,DXP,DXP,HNXIndex,2777,DN,CT,Công ty Cổ phần Cảng Đoạn Xá,Cảng Đoạn Xá
417,DXRES,DXS,VNINDEX,8637,DN,CT,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,Dịch vụ BĐS Đất Xanh
418,DXV,DXV,VNINDEX,2353,DN,CT,Công ty Cổ phần VICEM Vật liệu Xây dựng Đà Nẵng,Vật liệu Xây dựng Đà Nẵng
419,DZM,DZM,UpcomIndex,2757,DN,CT,Công ty Cổ phần Cơ điện Dzĩ An,Cơ điện Dzĩ An
420,E1SSHN30,FUESSV50,VNINDEX,8985,OTHER,QU,Quỹ ETF SSIAM VNX50,Quỹ ETF SSIAM VNX50
421,E1VFVN30,E1VFVN30,VNINDEX,8985,OTHER,QU,Quỹ ETF DCVFMVN30,Quỹ ETF DCVFMVN30
422,EBS,EBS,HNXIndex,5557,DN,CT,Công ty Cổ phần Sách Giáo dục tại Thành phố Hà Nội,Sách Giáo dục Hà Nội
423,EC29,E29,UpcomIndex,2357,DN,CT,Công ty cổ phần Đầu tư Xây dựng và Kỹ thuật 29,Đầu tư XD và Kỹ thuật 29
424,ECI,ECI,HNXIndex,5557,DN,CT,Công ty Cổ phần Tập đoàn ECI,Bản đồ và tranh ảnh GD
425,EFI,EFI,UpcomIndex,8633,DN,CT,Công ty Cổ phần Đầu tư Tài chính Giáo dục,Tài chính giáo dục
426,EIB,EIB,VNINDEX,8355,DN,NH,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Eximbank
427,EID,EID,HNXIndex,5557,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Hà Nội,Phát triển GD Hà Nội
428,ELC,ELC,VNINDEX,9578,DN,CT,Công ty Cổ phần Công nghệ - Viễn thông ELCOM,ELCOM
429,EMEC,EME,UpcomIndex,2737,DN,CT,Công ty Cổ phần Điện Cơ,Điện Cơ
430,EMESCO,EMG,UpcomIndex,2737,DN,CT,Công ty Cổ phần Thiết bị Phụ tùng Cơ điện,Thiết bị phụ tùng cơ điện
431,EMSP,EMS,UpcomIndex,2771,DN,CT,Tổng Công ty Chuyển phát nhanh Bưu điện - Công ty Cổ phần,Chuyển phát nhanh Bưu điện
432,EPOCO,EPC,UpcomIndex,3537,DN,CT,Công ty Cổ phần Cà Phê Ea Pốk,Cà Phê Ea Pốk
433,ETFSSIAM,FUESSVFL,VNINDEX,8985,OTHER,QU,Quỹ ETF SSIAM VNFIN LEAD,Quỹ ETF SSIAM VNFIN LEAD
434,EVE,EVE,VNINDEX,3763,DN,CT,Công ty Cổ phần Everpia,Everpia
435,EVGC,EVG,VNINDEX,2357,DN,CT,Công ty Cổ phần Tập đoàn Everland,Tập đoàn Everland
436,EVNF,EVF,VNINDEX,8773,DN,NH,Công ty Tài chính Cổ phần Điện Lực,Tài chính Điện lực
437,EVNI,EIC,UpcomIndex,2357,DN,CT,Công ty Cổ phần EVN Quốc Tế,EVN Quốc Tế
438,EVNLC,LEC,VNINDEX,8633,DN,CT,Công ty Cổ phần Bất động sản Điện lực Miền Trung,BĐS Điện lực Miền Trung
439,FAHASA,FHS,UpcomIndex,5557,DN,CT,Công ty Cổ phần Phát hành sách Thành phố Hồ Chí Minh - FAHASA,Phát hành sách TP HCM - FAHASA
440,FAROS,ROS,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng FLC FAROS,Xây dựng FLC FAROS
441,FBA,FBA,UpcomIndex,3726,DN,CT,Công ty Cổ phần Tập đoàn Quốc tế FBA,Tập đoàn Quốc tế FBA
442,FCM,FCM,VNINDEX,2353,DN,CT,Công ty Cổ phần Khoáng sản FECON,Khoáng sản FECON
443,FCN,FCN,VNINDEX,2357,DN,CT,Công ty Cổ phần FECON,FECON CORP
444,FDC,FDC,VNINDEX,8633,DN,CT,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,FIDECO
445,FICO1,FIC,UpcomIndex,2353,DN,CT,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty Cổ phần,VLXD số 1
446,FID,FID,HNXIndex,8637,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam,Đầu tư và PT doanh nghiệp VN
447,FIRSTREAL,FIR,VNINDEX,8633,DN,CT,Công ty Cổ phần Địa ốc First Real,Địa ốc First Real
448,FISHIPCO,FSO,UpcomIndex,2753,DN,CT,Công ty Cổ phần Cơ khí đóng tàu thủy sản Việt Nam,Đóng tàu thủy sản VN
449,FIT,FIT,VNINDEX,8775,DN,CT,Công ty Cổ phần Tập đoàn F.I.T,Tập đoàn F.I.T
450,FLC,FLC,UpcomIndex,8633,DN,CT,Công ty Cổ phần Tập đoàn FLC,Tập đoàn FLC
451,FLCS,ART,UpcomIndex,8777,DN,CK,Công ty Cổ phần Chứng khoán BOS,Chứng khoán BOS
452,FMC,FMC,VNINDEX,3573,DN,CT,Công ty Cổ phần Thực phẩm Sao Ta,Thực phẩm Sao Ta
453,FOCC,FOC,UpcomIndex,5555,DN,CT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,FPT Online
454,FOMECO,FBC,UpcomIndex,2757,DN,CT,Công ty Cổ phần Cơ khí Phổ Yên,Cơ khí Phổ Yên
455,FOODCOSA,FCS,UpcomIndex,3577,DN,CT,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Lương thực TP Hồ Chí Minh
456,FORIMEX,FRM,UpcomIndex,1733,DN,CT,Công ty Cổ phần Lâm nghiệp Sài Gòn,Lâm nghiệp Sài Gòn
457,FORIP,DP3,HNXIndex,4577,DN,CT,Công ty Cổ Phần Dược Phẩm Trung Ương 3,Dược Phẩm TW3
458,FORTEX,FTM,UpcomIndex,3763,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,Phát triển Đức Quân
459,FPT,FPT,VNINDEX,9537,DN,CT,Công ty Cổ phần FPT,FPT Corp
460,FPTR,FRT,VNINDEX,5379,DN,CT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ FPT
461,FPTS,FTS,VNINDEX,8777,DN,CK,Công ty Cổ phần Chứng khoán FPT,Chứng khoán FPT
462,FRC,FRC,UpcomIndex,1733,DN,CT,Công ty Cổ phần Lâm đặc sản xuất khẩu Quảng Nam,Lâm đặc sản xuất khẩu Quảng Nam
463,FT1,FT1,UpcomIndex,2757,DN,CT,Công ty Cổ phần Phụ tùng máy số 1,Phụ tùng máy số 1
464,FTEL,FOX,UpcomIndex,6535,DN,CT,Công ty Cổ phần Viễn thông FPT,FPT Telecom
465,FTI,FTI,UpcomIndex,3355,DN,CT,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị,Công nghiệp - Thương mại Hữu Nghị
466,FUEMAV30,FUEMAV30,VNINDEX,8985,OTHER,QU,Quỹ ETF MAFM VN30,Quỹ ETF MAFM VN30
467,FUESSV30,FUESSV30,VNINDEX,8985,OTHER,QU,Quỹ ETF SSIAM VN30,Quỹ ETF SSIAM VN30
468,FUEVFVND,FUEVFVND,VNINDEX,8985,OTHER,QU,Quỹ ETF DCVFMVN DIAMOND,Quỹ ETF DCVFMVN DIAMOND
469,FUEVN100,FUEVN100,VNINDEX,8985,OTHER,QU,Quỹ ETF VINACAPITAL VN100,Quỹ ETF VINACAPITAL VN100
470,G20,G20,UpcomIndex,3763,DN,CT,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc,Đầu tư Dệt may Vĩnh Phúc
471,GABJSC,GAB,UpcomIndex,2353,DN,CT,Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC,Đầu tư Khai khoáng và Quản lý Tài sản FLC
472,GAR10,M10,UpcomIndex,3763,DN,CT,Tổng công ty May 10 - Công ty Cổ phần,May10
473,GAS,GAS,VNINDEX,7573,DN,CT,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,PV Gas
474,GDB,BVB,UpcomIndex,8355,DN,NH,Ngân hàng Thương mại Cổ phần Bản Việt,Ngân hàng Bản Việt - BVBank
475,GDT,GDT,VNINDEX,3726,DN,CT,Công ty Cổ phần Chế biến Gỗ Đức Thành,Gỗ Đức Thành
476,GDW,GDW,HNXIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Gia Định,Cấp nước Gia Định
477,GELEX,GEX,VNINDEX,2737,DN,CT,Công ty Cổ phần Tập đoàn Gelex,Tập đoàn Gelex
478,GELEXTBD,GEE,UpcomIndex,2737,DN,CT,Công ty Cổ phần Điện lực Gelex,Thiết bị điện GELEX
479,GEN3,PGV,VNINDEX,7535,DN,CT,Tổng Công ty Phát điện 3 - Công ty Cổ phần,Tổng Công ty Phát điện 3
480,GER,GER,UpcomIndex,1353,DN,CT,Công ty Cổ phần Thể thao Ngôi sao Geru,Thể thao Ngôi sao Geru
481,GGG,GGG,UpcomIndex,3353,DN,CT,Công ty Cổ phần Ô tô Giải Phóng,Ôtô Giải Phóng
482,GHC,GHC,UpcomIndex,7535,DN,CT,Công ty Cổ phần Thủy điện Gia Lai,Thủy điện Gia Lai
483,GIALAICOFFEE,FGL,UpcomIndex,3537,DN,CT,Công ty Cổ phần Cà phê Gia Lai,Cà Phê Gia Lai
484,GIALAIWACO,GLW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp thoát nước Gia Lai,Cấp thoát nước Gia Lai
485,GIL,GIL,VNINDEX,3763,DN,CT,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,XNK Bình Thạnh
486,GLC,GLC,UpcomIndex,1777,DN,CT,Công ty Cổ phần Vàng Lào Cai,Vàng Lào Cai
487,GLEC,GEG,VNINDEX,7535,DN,CT,Công ty Cổ phần Điện Gia Lai,Điện Gia Lai
488,GLT,GLT,HNXIndex,3743,DN,CT,Công ty Cổ phần Kỹ thuật điện Toàn Cầu,KT Điện Toàn Cầu
489,GMA,GMA,HNXIndex,3353,DN,CT,Công ty Cổ phần G-Automobile,G-Automobile
490,GMC,GMC,VNINDEX,3763,DN,CT,Công ty Cổ phần Garmex Sài Gòn,Garmex Sài Gòn
491,GMD,GMD,VNINDEX,2777,DN,CT,Công ty Cổ phần Gemadept,Gemadept
492,GMX,GMX,HNXIndex,2353,DN,CT,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân,Gạch ngói Mỹ Xuân
493,GREENDI,GIC,HNXIndex,2777,DN,CT,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,ĐT Dịch vụ và PT Xanh
494,GSM,GSM,UpcomIndex,7535,DN,CT,Công ty Cổ phần Thủy điện Hương Sơn,Thủy điện Hương Sơn
495,GSP,GSP,VNINDEX,2773,DN,CT,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế,Vận tải Sản phẩm Khí Quốc tế
496,GTA,GTA,VNINDEX,1733,DN,CT,Công ty Cổ phần Chế biến Gỗ Thuận An,Gỗ Thuận An
497,GTDTHP,DDH,UpcomIndex,2777,DN,CT,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,Đảm bảo GTĐT Hải Phòng
498,GTT,GTT,UpcomIndex,5755,DN,CT,Công ty Cổ phần Thuận Thảo,Thuận Thảo Group
499,H11,H11,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng HUD101,Xây dựng HUD101
500,HABACO,PHN,HNXIndex,2733,DN,CT,Công ty Cổ phần Pin Hà Nội,Pin Hà Nội
501,HACC1,HC1,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng số 1 Hà Nội,Xây dựng số 1 Hà Nội
502,HACHIBA,HCB,UpcomIndex,3763,DN,CT,Công ty Cổ phần Dệt may 29/3,Dệt may 29/3
503,HACO3,HC3,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng số 3 Hải Phòng,Xây dựng số 3 Hải Phòng
504,HAD,HAD,HNXIndex,3533,DN,CT,Công ty Cổ phần Bia Hà Nội - Hải Dương,Bia Hà Nội - Hải Dương
505,HADIPHAR,HDP,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược Hà Tĩnh,Dược Hà Tĩnh
506,HAG,HAG,VNINDEX,3573,DN,CT,Công ty Cổ phần Hoàng Anh Gia Lai,Hoàng Anh Gia Lai
507,HAH,HAH,VNINDEX,2777,DN,CT,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Vận tải và Xếp dỡ Hải An
508,HAI,HAI,UpcomIndex,1357,DN,CT,Công ty Cổ phần Nông dược HAI,Nông Dược HAI
509,HAIPHATGROUP,HPX,VNINDEX,8633,DN,CT,Công ty Cổ phần Đầu tư Hải Phát,Đầu tư Hải Phát
510,HALCOM,HID,VNINDEX,2357,DN,CT,Công ty Cổ phần Halcom Vietnam,Halcom Vietnam
511,HALICO,HNR,UpcomIndex,3535,DN,CT,Công ty Cổ phần Rượu và Nước Giải Khát Hà Nội,Cồn Rượu và Nước Giải Khát Hà Nội
512,HALOBECO,HLB,UpcomIndex,3533,DN,CT,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Bia và NGK Hạ Long
513,HALOTEX,HLT,UpcomIndex,3763,DN,CT,Công ty Cổ phần Dệt may Hoàng Thị Loan,Dệt may Hoàng Thị Loan
514,HAMACO,HAM,UpcomIndex,2353,DN,CT,Công ty Cổ phần Vật tư Hậu Giang,Vật tư Hậu Giang
515,HAMADECO,HHV,VNINDEX,2357,DN,CT,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả,Đầu tư Hạ tầng Giao thông Đèo Cả
516,HAMIS,AAS,UpcomIndex,8777,DN,CK,Công ty Cổ phần Chứng khoán SmartInvest,Chứng khoán SmartInvest
517,HANABECO,BBM,UpcomIndex,3533,DN,CT,Công ty Cổ phần Bia Hà Nội - Nam Định,Bia Hà Nội - Nam Định
518,HANCO,HAN,UpcomIndex,2357,DN,CT,Tổng Công ty Xây dựng Hà Nội - CTCP,Xây dựng Hà Nội
519,HANDI6,HD6,UpcomIndex,8633,DN,CT,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,Phát triển nhà số 6 Hà Nội
520,HANELP,HNP,UpcomIndex,1353,DN,CT,Công ty Cổ phần Hanel Xốp Nhựa,Hanel Xốp Nhựa
521,HANOSIMEX,HSM,UpcomIndex,3763,DN,CT,Tổng Công ty Cổ phần Dệt May Hà Nội,HANOSIMEX
522,HAP,HAP,VNINDEX,1737,DN,CT,Công ty Cổ phần Tập Đoàn Hapaco,Tập đoàn Hapaco
523,HAPRO,HTM,UpcomIndex,5373,DN,CT,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần,Thương mại Hà Nội - Hapro
524,HAR,HAR,VNINDEX,8633,DN,CT,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,BĐS An Dương Thảo Điền
525,HAS,HAS,VNINDEX,2357,DN,CT,Công ty Cổ phần Hacisco,Hacisco
526,HASECO,HES,UpcomIndex,5755,DN,CT,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,Dịch vụ Giải trí Hà Nội
527,HAT,HAT,HNXIndex,3533,DN,CT,Công ty Cổ phần Thương mại Bia Hà Nội,TM Bia Hà Nội
528,HATOS,GH3,UpcomIndex,2357,DN,CT,Công ty Cổ phần Công trình giao thông Hà Nội,Công trình giao thông Hà Nội
529,HAV,HAV,UpcomIndex,3535,DN,CT,Công ty Cổ phần Rượu Hapro,Rượu Hapro
530,HAWAS,HGW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp thoát nước - Công trình Đô thị Hậu Giang,Công trình đô thị Hậu Giang
531,HAX,HAX,VNINDEX,3353,DN,CT,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Ô tô Hàng Xanh
532,HBC,HBC,VNINDEX,2357,DN,CT,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,Tập đoàn Xây dựng Hòa Bình
533,HBD,HBD,UpcomIndex,2723,DN,CT,Công ty Cổ phần Bao bì PP Bình Dương,Bao bì PP Bình Dương
534,HBHP,HBH,UpcomIndex,3533,DN,CT,Công ty Cổ phần HABECO - Hải Phòng,HABECO Hải Phòng
535,HBS,HBS,HNXIndex,8777,DN,CK,Công ty Cổ phần Chứng khoán Hòa Bình,Chứng khoán Hòa Bình
536,HCC,HCC,HNXIndex,2353,DN,CT,Công ty Cổ phần Bê tông Hòa Cầm - Intimex,Bê tông Hòa Cầm
537,HCCI,XDH,UpcomIndex,8633,DN,CT,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,Đầu tư XD Dân dụng Hà Nội
538,HCDG,HCD,VNINDEX,1353,DN,CT,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD,SX và Thương mại HCD
539,HCI,HCI,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội,Đầu tư - XD Hà Nội
540,HCM,HCM,VNINDEX,8777,DN,CK,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Chứng khoán HSC
541,HCMPC,HTE,UpcomIndex,7535,DN,CT,Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Kinh doanh điện lực TP HCM
542,HCT,HCT,HNXIndex,2779,DN,CT,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng,TM - DV - Vận tải Xi măng Hải Phòng 
543,HDA,HDA,HNXIndex,2353,DN,CT,Công ty Cổ phần Hãng sơn Đông Á,Hãng sơn Đông Á
544,HDB,HDB,VNINDEX,8355,DN,NH,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,HDBank
545,HDC,HDC,VNINDEX,8633,DN,CT,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,Phát triển Nhà BR-VT
546,HDG,HDG,VNINDEX,8633,DN,CT,Công ty Cổ phần Tập đoàn Hà Đô,Tập đoàn Hà Đô
547,HDM,HDM,UpcomIndex,3763,DN,CT,Công ty Cổ phần Dệt May Huế,Dệt May Huế
548,HDO,HDO,UpcomIndex,2723,DN,CT,Công ty Cổ phần Hưng Đạo Container,Hưng Đạo Container
549,HDPHAR,DHD,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược Vật Tư Y Tế Hải Dương,Dược Vật Tư Y Tế Hải Dương
550,HDWACO,HDW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,Nước sạch Hải Dương
551,HEC2,HEC,UpcomIndex,2791,DN,CT,Công ty Cổ phần Tư vấn xây dựng Thủy Lợi II,Tư vấn XD Thủy Lợi II (HEC II)
552,HEJ,HEJ,UpcomIndex,2357,DN,CT,Tổng Công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,Tư vấn Xây dựng Thủy Lợi VN
553,HEMC,HEM,UpcomIndex,2737,DN,CT,Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Chế tạo điện cơ Hà Nội
554,HEP,HEP,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường và Công trình đô thị Huế,Môi trường và Công trình đô thị Huế
555,HEV,HEV,HNXIndex,5557,DN,CT,Công ty Cổ phần Sách Đại học - Dạy nghề,Sách Đại học - Dạy nghề
556,HFC,HFC,UpcomIndex,7573,DN,CT,Công ty Cổ phần Xăng dầu HFC,Xăng dầu HFC
557,HFX,HFX,UpcomIndex,5373,DN,CT,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,XNK Thanh Hà
558,HGM,HGM,HNXIndex,1775,DN,CT,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Khoáng sản Hà Giang
559,HGTC,HGT,UpcomIndex,5759,DN,CT,Công ty Cổ phần Du lịch Hương Giang,Du lịch Hương Giang
560,HHC,HHC,HNXIndex,3577,DN,CT,Công ty Cổ phần Bánh kẹo Hải Hà,Bánh kẹo Hải Hà
561,HHG,HHG,UpcomIndex,5759,DN,CT,Công ty Cổ phần Hoàng Hà,Vận tải Hoàng Hà
562,HHN,HHN,UpcomIndex,2777,DN,CT,Công ty Cổ phần Vận tải và Dịch vụ Hàng hóa Hà Nội,Vận tải và DV Hàng hóa Hà Nội
563,HHPPAPER,HHP,VNINDEX,1737,DN,CT,Công ty Cổ phần HHP Global,Giấy Hoàng Hà Hải Phòng
564,HHRAIL,HHR,UpcomIndex,2775,DN,CT,Công ty Cổ phần Đường sắt Hà Hải,Đường sắt Hà Hải
565,HHS,HHS,VNINDEX,3353,DN,CT,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Đầu tư DV Hoàng Huy
566,HHSF,TCH,VNINDEX,8633,DN,CT,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,ĐT DV Tài chính Hoàng Huy
567,HHSLAGRI,HSL,VNINDEX,3577,DN,CT,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,Thực phẩm Hồng Hà
568,HIG,HIG,UpcomIndex,9537,DN,CT,Công ty Cổ phần Tập đoàn HIPT,Tập đoàn HIPT
569,HIPC,HPI,UpcomIndex,8633,DN,CT,Công ty Cổ phần Khu công nghiệp Hiệp Phước,Khu công nghiệp Hiệp Phước
570,HJS,HJS,HNXIndex,7535,DN,CT,Công ty Cổ phần Thủy điện Nậm Mu,Thủy điện Nậm Mu
571,HKB,HKB,UpcomIndex,3577,DN,CT,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Thực phẩm Hà Nội - Kinh Bắc
572,HKT,HKT,HNXIndex,3537,DN,CT,Công ty Cổ phần Đầu tư Ego Việt Nam,Đầu tư Ego Việt Nam
573,HLA,HLA,UpcomIndex,1757,DN,CT,Công ty Cổ phần Hữu Liên Á Châu,Hữu Liên Á Châu
574,HLC,HLC,HNXIndex,1771,DN,CT,Công ty Cổ phần Than Hà Lầm - Vinacomin,Than Hà Lầm
575,HLD,HLD,HNXIndex,8633,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Bất động sản HUDLAND
576,HLR,HLR,UpcomIndex,2775,DN,CT,Công ty Cổ phần Đường sắt Hà Lạng,Đường sắt Hà Lạng
577,HLSC,HLS,UpcomIndex,2733,DN,CT,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,Sứ Hoàng Liên Sơn
578,HLY,HLY,UpcomIndex,2353,DN,CT,Công ty Cổ phần Gốm Xây Dựng Yên Hưng,Gốm Xây Dựng Yên Hưng
579,HMC,HMC,VNINDEX,1757,DN,CT,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Kim khí TP.HCM
580,HMCC,HMS,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng Bảo tàng Hồ Chí Minh,XD Bảo tàng Hồ Chí Minh
581,HMG,HMG,UpcomIndex,1757,DN,CT,Công ty Cổ phần Kim Khí Hà Nội - VNSTEEL,Kim Khí Hà Nội
582,HMH,HMH,HNXIndex,2779,DN,CT,Công ty Cổ phần Hải Minh,Tập đoàn Hải Minh
583,HNCADAS,DCH,UpcomIndex,8637,DN,CT,Công ty Cổ phần Địa chính Hà Nội,Địa chính Hà Nội
584,HNFOOD,HAF,UpcomIndex,3577,DN,CT,Công ty Cổ phần Thực phẩm Hà Nội,Thực phẩm Hà Nội
585,HNG,HNG,VNINDEX,3573,DN,CT,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Nông nghiệp Quốc tế HAGL
586,HNHC,HNA,VNINDEX,7535,DN,CT,Công ty Cổ phần Thủy điện Hủa Na,Thủy điện Hủa Na
587,HNM,HNM,UpcomIndex,3577,DN,CT,Công ty Cổ phần Sữa Hà Nội,HANOIMILK
588,HNPHARM,DHN,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược phẩm Hà Nội,Dược Hà Nội
589,HNRAIL,HRT,UpcomIndex,5759,DN,CT,Công ty Cổ phần Vận tải đường sắt Hà Nội,Vận tải đường sắt Hà Nội
590,HNTOR,TSJ,UpcomIndex,5759,DN,CT,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Hanoi Toserco
591,HOAVIET,HJC,UpcomIndex,3785,DN,CT,Công ty Cổ phần Hòa Việt,Công ty Cổ phần Hòa Việt
592,HOM,HOM,HNXIndex,2353,DN,CT,Công ty Cổ phần Xi măng VICEM Hoàng Mai,Xi măng VICEM Hoàng Mai
593,HOT,HOT,UpcomIndex,5759,DN,CT,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Du lịch - DV Hội An
594,HPB,HPB,UpcomIndex,2723,DN,CT,Công ty Cổ phần Bao bì PP,Bao bì PP
595,HPC,HAC,UpcomIndex,8777,DN,CK,Công ty Cổ phần Chứng khoán Hải Phòng,Chứng khoán Hải Phòng
596,HPCC,CCP,UpcomIndex,2777,DN,CT,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,Cảng Cửa Cấm
597,HPD,HPD,UpcomIndex,7535,DN,CT,Công ty Cổ phần Thủy điện Đăk Đoa,Thủy điện Đăk Đoa
598,HPG,HPG,VNINDEX,1757,DN,CT,Công ty Cổ phần Tập đoàn Hòa Phát,Hòa Phát
599,HPH,HPH,UpcomIndex,1357,DN,CT,Công ty Cổ phần Hóa Chất Hưng Phát Hà Bắc,Hóa Chất Hưng Phát Hà Bắc
600,HPMC,HPM,UpcomIndex,1775,DN,CT,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc,Khoáng sản Hoàng Phúc
601,HPP,HPP,UpcomIndex,2353,DN,CT,Công ty Cổ phần Sơn Hải Phòng,HPP
602,HPPHARM,DPH,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược phẩm Hải Phòng,Dược phẩm Hải Phòng
603,HPT,HPT,UpcomIndex,9537,DN,CT,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT,DV Công nghệ Tin học HPT
604,HPTT,TUG,UpcomIndex,2777,DN,CT,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Lai dắt và VT cảng Hải Phòng
605,HPWC,HPW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Hải Phòng,Cấp nước Hải Phòng
606,HQC,HQC,VNINDEX,8633,DN,CT,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,Địa ốc Hoàng Quân
607,HRB,HRB,UpcomIndex,8633,DN,CT,Công ty Cổ phần Harec Đầu tư và Thương Mại,Harec Đầu tư và Thương Mại
608,HRC,HRC,VNINDEX,1353,DN,CT,Công ty Cổ phần Cao su Hòa Bình,Cao su Hòa Bình
609,HSA,HSA,UpcomIndex,2791,DN,CT,Công ty Cổ phần HESTIA,HESTIA
610,HSG,HSG,VNINDEX,1757,DN,CT,Công ty Cổ phần Tập đoàn Hoa Sen,Tập đoàn Hoa Sen
611,HSI,HSI,UpcomIndex,1357,DN,CT,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,Phân bón Hóa sinh
612,HSPC,HSP,UpcomIndex,2353,DN,CT,Công ty Cổ phần Sơn Tổng hợp Hà Nội,Sơn Tổng hợp Hà Nội
